age,sex,country,population
all-a,male,BLZ,195547.0
<1,female,BOL,122263.20000000001
1-4,female,BOL,489052.8
5-9,female,BOL,600766.0
10-14,female,BOL,585788.0
15-19,female,BOL,560214.0
20-24,female,BOL,541653.0
25-29,female,BOL,509698.0
30-34,female,BOL,450157.0
35-39,female,BOL,386011.0
40-44,female,BOL,336923.0
45-49,female,BOL,286187.0
50-54,female,BOL,243108.0
55-59,female,BOL,203955.0
60-64,female,BOL,163210.0
65-69,female,BOL,125547.0
70-74,female,BOL,97152.0
75-79,female,BOL,67242.0
80-84,female,BOL,40392.0
85-89,female,BOL,20409.0
90-94,female,BOL,7397.0
95+,female,BOL,1746.0
all-a,female,BOL,5838871.0
<1,male,BOL,126772.20000000001
1-4,male,BOL,507088.8
5-9,male,BOL,622413.0
10-14,male,BOL,605236.0
15-19,male,BOL,576041.0
20-24,male,BOL,553566.0
25-29,male,BOL,519034.99999999994
30-34,male,BOL,460553.0
35-39,male,BOL,394283.0
40-44,male,BOL,341148.0
45-49,male,BOL,291735.0
50-54,male,BOL,245853.0
55-59,male,BOL,201107.0
60-64,male,BOL,156989.0
65-69,male,BOL,116734.0
70-74,male,BOL,87586.0
75-79,male,BOL,57434.0
80-84,male,BOL,31205.0
85-89,male,BOL,13906.0
90-94,male,BOL,4344.0
95+,male,BOL,793.0
all-a,male,BOL,5913822.0
<1,female,BRA,1390257.6
1-4,female,BRA,5561030.4
5-9,female,BRA,7069134.0
10-14,female,BRA,7305096.0
15-19,female,BRA,7797246.0
20-24,female,BRA,8256802.0
25-29,female,BRA,8117252.0
30-34,female,BRA,8446279.0
35-39,female,BRA,8507255.0
40-44,female,BRA,7786364.0
45-49,female,BRA,6941043.0
50-54,female,BRA,6379213.0
55-59,female,BRA,5948067.0
60-64,female,BRA,5011828.0
65-69,female,BRA,3975773.0
70-74,female,BRA,2866153.0
75-79,female,BRA,1954026.0
80-84,female,BRA,1267647.0
85-89,female,BRA,665484.0
90-94,female,BRA,234934.0
95+,female,BRA,52887.0
all-a,female,BRA,105533771.0
<1,male,BRA,1448007.8
1-4,male,BRA,5792031.2
5-9,male,BRA,7357750.0
10-14,male,BRA,7594708.0
15-19,male,BRA,8068771.0
20-24,male,BRA,8438749.0
25-29,male,BRA,8199767.0
30-34,male,BRA,8426951.0
35-39,male,BRA,8377132.0
40-44,male,BRA,7555235.0
45-49,male,BRA,6651054.0
50-54,male,BRA,6024082.0
55-59,male,BRA,5511145.0
60-64,male,BRA,4503986.0
65-69,male,BRA,3408908.0
70-74,male,BRA,2333223.0
75-79,male,BRA,1516246.0
80-84,male,BRA,851995.0
85-89,male,BRA,378771.0
90-94,male,BRA,125099.0
95+,male,BRA,29544.0
all-a,male,BRA,102593155.0
<1,female,BRB,1581.8000000000002
1-4,female,BRB,6327.2
5-9,female,BRB,8218.0
10-14,female,BRB,8973.0
15-19,female,BRB,9225.0
20-24,female,BRB,9056.0
25-29,female,BRB,9501.0
30-34,female,BRB,9265.0
35-39,female,BRB,9862.0
40-44,female,BRB,9646.0
45-49,female,BRB,10449.0
50-54,female,BRB,10280.0
55-59,female,BRB,10808.0
60-64,female,BRB,9897.0
65-69,female,BRB,7900.0
70-74,female,BRB,6067.0
75-79,female,BRB,4261.0
80-84,female,BRB,2926.0
85-89,female,BRB,1584.0
90-94,female,BRB,559.0
95+,female,BRB,104.0
all-a,female,BRB,146490.0
<1,male,BRB,1634.4000000000003
1-4,male,BRB,6537.6
5-9,male,BRB,8499.0
10-14,male,BRB,9297.0
15-19,male,BRB,9533.0
20-24,male,BRB,9138.0
25-29,male,BRB,9315.0
30-34,male,BRB,9009.0
35-39,male,BRB,9241.0
40-44,male,BRB,8969.0
45-49,male,BRB,9555.0
50-54,male,BRB,9205.0
55-59,male,BRB,9253.0
60-64,male,BRB,8305.0
65-69,male,BRB,6549.0
70-74,male,BRB,4900.0
75-79,male,BRB,3027.0
80-84,male,BRB,1877.0
85-89,male,BRB,842.0
90-94,male,BRB,233.0
95+,male,BRB,34.0
all-a,male,BRB,134953.0
<1,female,BRN,3126.6000000000004
1-4,female,BRN,12506.4
5-9,female,BRN,15764.0
10-14,female,BRN,15085.0
15-19,female,BRN,16936.0
20-24,female,BRN,17748.0
25-29,female,BRN,18229.0
30-34,female,BRN,17965.0
35-39,female,BRN,17063.0
40-44,female,BRN,16113.0
45-49,female,BRN,14837.0
50-54,female,BRN,12299.0
55-59,female,BRN,9972.0
60-64,female,BRN,7930.0
65-69,female,BRN,5529.0
70-74,female,BRN,3226.0
75-79,female,BRN,1975.0
80-84,female,BRN,1237.0
85-89,female,BRN,559.0
90-94,female,BRN,164.0
95+,female,BRN,44.0
all-a,female,BRN,208308.0
<1,male,BRN,3379.8
1-4,male,BRN,13519.2
5-9,male,BRN,17036.0
10-14,male,BRN,16443.0
15-19,male,BRN,18560.0
20-24,male,BRN,21686.0
25-29,male,BRN,22957.0
30-34,male,BRN,23272.0
35-39,male,BRN,21614.0
40-44,male,BRN,19064.0
45-49,male,BRN,16367.0
50-54,male,BRN,13161.0
55-59,male,BRN,10417.0
60-64,male,BRN,7784.0
65-69,male,BRN,5244.0
70-74,male,BRN,2921.0
75-79,male,BRN,1789.0
80-84,male,BRN,948.0
85-89,male,BRN,449.0
90-94,male,BRN,131.0
95+,male,BRN,27.0
all-a,male,BRN,236769.0
<1,female,BTN,4981.8
1-4,female,BTN,19927.2
5-9,female,BTN,30316.0
10-14,female,BTN,32043.999999999996
15-19,female,BTN,35070.0
20-24,female,BTN,33730.0
25-29,female,BTN,36097.0
30-34,female,BTN,33889.0
35-39,female,BTN,27822.0
40-44,female,BTN,22745.0
45-49,female,BTN,17390.0
50-54,female,BTN,15421.0
55-59,female,BTN,12394.0
60-64,female,BTN,10829.0
65-69,female,BTN,8224.0
70-74,female,BTN,5804.0
75-79,female,BTN,4236.0
80-84,female,BTN,2562.0
85-89,female,BTN,1321.0
90-94,female,BTN,414.0
95+,female,BTN,101.0
all-a,female,BTN,355318.0
<1,male,BTN,5344.200000000001
1-4,male,BTN,21376.8
5-9,male,BTN,33331.0
10-14,male,BTN,34874.0
15-19,male,BTN,37594.0
20-24,male,BTN,40156.0
25-29,male,BTN,46345.0
30-34,male,BTN,42442.0
35-39,male,BTN,34497.0
40-44,male,BTN,27981.0
45-49,male,BTN,21310.0
50-54,male,BTN,18063.0
55-59,male,BTN,13949.0
60-64,male,BTN,11594.0
65-69,male,BTN,8761.0
70-74,male,BTN,6078.0
75-79,male,BTN,4204.0
80-84,male,BTN,2478.0
85-89,male,BTN,1183.0
90-94,male,BTN,350.0
95+,male,BTN,65.0
all-a,male,BTN,411976.0
<1,female,BWA,27316.0
1-4,female,BWA,109264.0
5-9,female,BWA,125937.0
10-14,female,BWA,122913.0
15-19,female,BWA,121850.0
20-24,female,BWA,120249.0
25-29,female,BWA,117833.0
30-34,female,BWA,95209.0
35-39,female,BWA,74859.0
40-44,female,BWA,60828.0
45-49,female,BWA,50431.0
50-54,female,BWA,42272.0
55-59,female,BWA,31625.0
60-64,female,BWA,24552.0
65-69,female,BWA,19285.0
70-74,female,BWA,13855.0
75-79,female,BWA,8990.0
80-84,female,BWA,5609.0
85-89,female,BWA,2735.0
90-94,female,BWA,891.0
95+,female,BWA,263.0
all-a,female,BWA,1176766.0
<1,male,BWA,27747.800000000003
1-4,male,BWA,110991.2
5-9,male,BWA,127995.0
10-14,male,BWA,124756.0
15-19,male,BWA,123294.0
20-24,male,BWA,121196.0
25-29,male,BWA,119525.0
30-34,male,BWA,97452.0
35-39,male,BWA,76652.0
40-44,male,BWA,60848.0
45-49,male,BWA,49388.0
50-54,male,BWA,39872.0
55-59,male,BWA,29734.0
60-64,male,BWA,23175.0
65-69,male,BWA,17651.0
70-74,male,BWA,10508.0
75-79,male,BWA,6171.0
80-84,male,BWA,3348.0
85-89,male,BWA,1301.0
90-94,male,BWA,320.0
95+,male,BWA,61.0
all-a,male,BWA,1171986.0
<1,female,CAF,89894.20000000001
1-4,female,CAF,359576.8
5-9,female,CAF,413209.0
10-14,female,CAF,342537.0
15-19,female,CAF,308134.0
20-24,female,CAF,245189.0
25-29,female,CAF,176962.0
30-34,female,CAF,132014.0
35-39,female,CAF,97197.0
40-44,female,CAF,74366.0
45-49,female,CAF,72938.0
50-54,female,CAF,70784.0
55-59,female,CAF,60548.0
60-64,female,CAF,46351.0
65-69,female,CAF,30978.0
70-74,female,CAF,14983.0
75-79,female,CAF,7662.0
80-84,female,CAF,3352.0
85-89,female,CAF,1140.0
90-94,female,CAF,153.0
95+,female,CAF,1.0
all-a,female,CAF,2547969.0
<1,male,CAF,91438.6
1-4,male,CAF,365754.4
5-9,male,CAF,421154.0
10-14,male,CAF,347391.0
15-19,male,CAF,309247.0
20-24,male,CAF,235812.0
25-29,male,CAF,158878.0
30-34,male,CAF,106834.0
35-39,male,CAF,77885.0
40-44,male,CAF,60393.0
45-49,male,CAF,56091.0
50-54,male,CAF,50885.0
55-59,male,CAF,43975.0
60-64,male,CAF,37006.0
65-69,male,CAF,26552.0
70-74,male,CAF,13483.0
75-79,male,CAF,6594.0
80-84,male,CAF,2565.0
85-89,male,CAF,615.0
90-94,male,CAF,22.0
95+,male,CAF,0.0
all-a,male,CAF,2412575.0
<1,female,CAN,188836.6
1-4,female,CAN,755346.4
5-9,female,CAN,1004546.0
10-14,female,CAN,1013496.0
15-19,female,CAN,1035734.9999999999
20-24,female,CAN,1194815.0
25-29,female,CAN,1284489.0
30-34,female,CAN,1306397.0
35-39,female,CAN,1308733.0
40-44,female,CAN,1239338.0
45-49,female,CAN,1213223.0
50-54,female,CAN,1255680.0
55-59,female,CAN,1391633.0
60-64,female,CAN,1292033.0
65-69,female,CAN,1102629.0
70-74,female,CAN,912281.0
75-79,female,CAN,637758.0
80-84,female,CAN,447594.0
85-89,female,CAN,314233.0
90-94,female,CAN,168954.0
95+,female,CAN,64447.0
all-a,female,CAN,19132197.0
<1,male,CAN,198548.2
1-4,male,CAN,794192.8
5-9,male,CAN,1050344.0
10-14,male,CAN,1051760.0
15-19,male,CAN,1085861.0
20-24,male,CAN,1304527.0
25-29,male,CAN,1368534.0
30-34,male,CAN,1342420.0
35-39,male,CAN,1309738.0
40-44,male,CAN,1215031.0
45-49,male,CAN,1194341.0
50-54,male,CAN,1243376.0
55-59,male,CAN,1377131.0
60-64,male,CAN,1252056.0
65-69,male,CAN,1036417.9999999999
70-74,male,CAN,836560.0
75-79,male,CAN,557190.0
80-84,male,CAN,353973.0
85-89,male,CAN,209749.0
90-94,male,CAN,84442.0
95+,male,CAN,20094.0
all-a,male,CAN,18886286.0
<1,female,CHE,42629.600000000006
1-4,female,CHE,170518.4
5-9,female,CHE,211746.0
10-14,female,CHE,204856.0
15-19,female,CHE,204720.0
20-24,female,CHE,232274.0
25-29,female,CHE,278191.0
30-34,female,CHE,303055.0
35-39,female,CHE,305262.0
40-44,female,CHE,292436.0
45-49,female,CHE,303335.0
50-54,female,CHE,328923.0
55-59,female,CHE,312340.0
60-64,female,CHE,259036.99999999997
65-69,female,CHE,222765.0
70-74,female,CHE,210407.0
75-79,female,CHE,174739.0
80-84,female,CHE,129922.0
85-89,female,CHE,91692.0
90-94,female,CHE,45587.0
95+,female,CHE,13777.0
all-a,female,CHE,4338212.0
<1,male,CHE,44907.8
1-4,male,CHE,179631.2
5-9,male,CHE,223591.0
10-14,male,CHE,217014.0
15-19,male,CHE,217553.0
20-24,male,CHE,247221.0
25-29,male,CHE,287644.0
30-34,male,CHE,309017.0
35-39,male,CHE,311828.0
40-44,male,CHE,295709.0
45-49,male,CHE,306825.0
50-54,male,CHE,333879.0
55-59,male,CHE,317674.0
60-64,male,CHE,258326.00000000003
65-69,male,CHE,207837.0
70-74,male,CHE,189686.0
75-79,male,CHE,146690.0
80-84,male,CHE,95395.0
85-89,male,CHE,54988.0
90-94,male,CHE,20384.0
95+,male,CHE,4415.0
all-a,male,CHE,4270215.0
<1,female,CHL,112697.20000000001
1-4,female,CHL,450788.8
5-9,female,CHL,606332.0
10-14,female,CHL,588774.0
15-19,female,CHL,625074.0
20-24,female,CHL,731177.0
25-29,female,CHL,799269.0
30-34,female,CHL,773320.0
35-39,female,CHL,704580.0
40-44,female,CHL,665203.0
45-49,female,CHL,645349.0
50-54,female,CHL,621589.0
55-59,female,CHL,573406.0
60-64,female,CHL,502886.0
65-69,female,CHL,417680.0
70-74,female,CHL,318377.0
75-79,female,CHL,223399.0
80-84,female,CHL,163805.0
85-89,female,CHL,111601.0
90-94,female,CHL,60235.0
95+,female,CHL,20299.0
all-a,female,CHL,9715841.0
<1,male,CHL,116855.6
1-4,male,CHL,467422.4
5-9,male,CHL,630071.0
10-14,male,CHL,613526.0
15-19,male,CHL,646847.0
20-24,male,CHL,751945.0
25-29,male,CHL,820506.0
30-34,male,CHL,791997.0
35-39,male,CHL,718251.0
40-44,male,CHL,674305.0
45-49,male,CHL,647096.0
50-54,male,CHL,612570.0
55-59,male,CHL,553113.0
60-64,male,CHL,476871.0
65-69,male,CHL,386810.0
70-74,male,CHL,281409.0
75-79,male,CHL,186188.0
80-84,male,CHL,124239.0
85-89,male,CHL,73354.0
90-94,male,CHL,33712.0
95+,male,CHL,8485.0
all-a,male,CHL,9615573.0
<1,female,CHN,7786359.600000001
1-4,female,CHN,31145438.4
5-9,female,CHN,41937196.0
10-14,female,CHN,38784503.0
15-19,female,CHN,36808252.0
20-24,female,CHN,38955419.0
25-29,female,CHN,48677678.0
30-34,female,CHN,57664457.0
35-39,female,CHN,49511100.0
40-44,female,CHN,45806600.0
45-49,female,CHN,59191474.0
50-54,female,CHN,58961106.0
55-59,female,CHN,46357856.0
60-64,female,CHN,39577859.0
65-69,female,CHN,37435722.0
70-74,female,CHN,23553879.0
75-79,female,CHN,15596082.0
80-84,female,CHN,10793519.0
85-89,female,CHN,5989743.0
90-94,female,CHN,2124960.0
95+,female,CHN,440439.0
all-a,female,CHN,697099642.0
<1,male,CHN,8878448.200000001
1-4,male,CHN,35513792.8
5-9,male,CHN,48727991.0
10-14,male,CHN,45490877.0
15-19,male,CHN,43063675.0
20-24,male,CHN,44935319.0
25-29,male,CHN,54557658.0
30-34,male,CHN,62605130.0
35-39,male,CHN,52453337.0
40-44,male,CHN,47855990.0
45-49,male,CHN,60887120.0
50-54,male,CHN,59559470.0
55-59,male,CHN,45933725.0
60-64,male,CHN,37795874.0
65-69,male,CHN,33721746.0
70-74,male,CHN,20916647.0
75-79,male,CHN,12965945.0
80-84,male,CHN,7921621.0
85-89,male,CHN,3542041.0
90-94,male,CHN,909778.0
95+,male,CHN,100017.0
all-a,male,CHN,728336202.0
<1,female,CIV,451090.80000000005
1-4,female,CIV,1804363.2
5-9,female,CIV,1977081.0
10-14,female,CIV,1700043.0
15-19,female,CIV,1353357.0
20-24,female,CIV,1161567.0
25-29,female,CIV,1138762.0
30-34,female,CIV,1080729.0
35-39,female,CIV,902733.0
40-44,female,CIV,673581.0
45-49,female,CIV,485396.0
50-54,female,CIV,373707.0
55-59,female,CIV,293776.0
60-64,female,CIV,212624.0
65-69,female,CIV,143734.0
70-74,female,CIV,96047.0
75-79,female,CIV,60740.0
80-84,female,CIV,33402.0
85-89,female,CIV,15063.0
90-94,female,CIV,5571.0
95+,female,CIV,1630.0
all-a,female,CIV,13964997.0
<1,male,CIV,457151.80000000005
1-4,male,CIV,1828607.2
5-9,male,CIV,2057454.0000000002
10-14,male,CIV,1790390.0
15-19,male,CIV,1479479.0
20-24,male,CIV,1219271.0
25-29,male,CIV,1091980.0
30-34,male,CIV,1038224.9999999999
35-39,male,CIV,933500.0
40-44,male,CIV,774576.0
45-49,male,CIV,585095.0
50-54,male,CIV,429833.0
55-59,male,CIV,319273.0
60-64,male,CIV,232095.0
65-69,male,CIV,157131.0
70-74,male,CIV,98076.0
75-79,male,CIV,55762.0
80-84,male,CIV,27814.0
85-89,male,CIV,11568.0
90-94,male,CIV,4309.0
95+,male,CIV,1323.0
all-a,male,CIV,14592913.0
<1,female,CMR,415162.60000000003
1-4,female,CMR,1660650.4
5-9,female,CMR,1801212.0
10-14,female,CMR,1603292.0
15-19,female,CMR,1354124.0
20-24,female,CMR,1158820.0
25-29,female,CMR,1033896.0
30-34,female,CMR,892291.0
35-39,female,CMR,738967.0
40-44,female,CMR,589123.0
45-49,female,CMR,468583.0
50-54,female,CMR,360237.0
55-59,female,CMR,277609.0
60-64,female,CMR,216355.0
65-69,female,CMR,159014.0
70-74,female,CMR,110481.0
75-79,female,CMR,72095.0
80-84,female,CMR,37825.0
85-89,female,CMR,14403.0
90-94,female,CMR,3632.0
95+,female,CMR,570.0
all-a,female,CMR,12968342.0
<1,male,CMR,422887.0
1-4,male,CMR,1691548.0
5-9,male,CMR,1822515.0
10-14,male,CMR,1612350.0
15-19,male,CMR,1359281.0
20-24,male,CMR,1158068.0
25-29,male,CMR,1029156.9999999999
30-34,male,CMR,887523.0
35-39,male,CMR,733847.0
40-44,male,CMR,582913.0
45-49,male,CMR,460542.0
50-54,male,CMR,348620.0
55-59,male,CMR,261509.0
60-64,male,CMR,196781.0
65-69,male,CMR,138354.0
70-74,male,CMR,90501.0
75-79,male,CMR,54356.0
80-84,male,CMR,26030.0
85-89,male,CMR,9420.0
90-94,male,CMR,2361.0
95+,male,CMR,404.0
all-a,male,CMR,12888967.0
<1,female,COD,1732743.4000000001
1-4,female,COD,6930973.6
5-9,female,COD,7155709.0
10-14,female,COD,5883002.0
15-19,female,COD,4903883.0
20-24,female,COD,4185759.0
25-29,female,COD,3438103.0
30-34,female,COD,2822497.0
35-39,female,COD,2246972.0
40-44,female,COD,1810156.0
45-49,female,COD,1572585.0
50-54,female,COD,1346915.0
55-59,female,COD,1097032.0
60-64,female,COD,857608.0
65-69,female,COD,635172.0
70-74,female,COD,464330.0
75-79,female,COD,289286.0
80-84,female,COD,141968.0
85-89,female,COD,50663.0
90-94,female,COD,12087.0
95+,female,COD,1733.0
all-a,female,COD,47579177.0
<1,male,COD,1746473.2000000002
1-4,male,COD,6985892.8
5-9,male,COD,7157407.0
10-14,male,COD,5867846.0
15-19,male,COD,4891167.0
20-24,male,COD,4163848.0
25-29,male,COD,3395696.0
30-34,male,COD,2778208.0
35-39,male,COD,2202016.0
40-44,male,COD,1754059.0
45-49,male,COD,1502820.0
50-54,male,COD,1268262.0
55-59,male,COD,1016078.0
60-64,male,COD,779648.0
65-69,male,COD,562674.0
70-74,male,COD,390636.0
75-79,male,COD,227915.0
80-84,male,COD,103120.0
85-89,male,COD,32988.0
90-94,male,COD,6223.0
95+,male,COD,602.0
all-a,male,COD,46833579.0
<1,female,COG,84873.40000000001
1-4,female,COG,339493.6
5-9,female,COG,411178.0
10-14,female,COG,344635.0
15-19,female,COG,277584.0
20-24,female,COG,232236.0
25-29,female,COG,205399.0
30-34,female,COG,190153.0
35-39,female,COG,170118.0
40-44,female,COG,149956.0
45-49,female,COG,122508.0
50-54,female,COG,99944.0
55-59,female,COG,74766.0
60-64,female,COG,53695.0
65-69,female,COG,35951.0
70-74,female,COG,23196.0
75-79,female,COG,13825.0
80-84,female,COG,7861.0
85-89,female,COG,3072.0
90-94,female,COG,833.0
95+,female,COG,109.0
all-a,female,COG,2841386.0
<1,male,COG,86473.6
1-4,male,COG,345894.4
5-9,male,COG,418055.0
10-14,male,COG,348829.0
15-19,male,COG,280254.0
20-24,male,COG,234059.0
25-29,male,COG,206317.0
30-34,male,COG,189826.0
35-39,male,COG,171720.0
40-44,male,COG,150227.0
45-49,male,COG,121076.0
50-54,male,COG,95990.0
55-59,male,COG,71960.0
60-64,male,COG,50178.0
65-69,male,COG,31579.0
70-74,male,COG,19693.0
75-79,male,COG,11407.0
80-84,male,COG,5800.0
85-89,male,COG,2005.9999999999998
90-94,male,COG,493.0
95+,male,COG,58.0
all-a,male,COG,2841895.0
<1,female,COL,341265.60000000003
1-4,female,COL,1365062.4
5-9,female,COL,1770773.0
10-14,female,COL,1909140.0
15-19,female,COL,2072408.0
20-24,female,COL,2206797.0
25-29,female,COL,2210027.0
30-34,female,COL,2009288.0
35-39,female,COL,1892427.0
40-44,female,COL,1709618.0
45-49,female,COL,1573935.0
50-54,female,COL,1533547.0
55-59,female,COL,1399394.0
60-64,female,COL,1139138.0
65-69,female,COL,862651.0
70-74,female,COL,617584.0
75-79,female,COL,415194.0
80-84,female,COL,243243.0
85-89,female,COL,125710.0
90-94,female,COL,47027.0
95+,female,COL,12607.0
all-a,female,COL,25456836.0
<1,male,COL,355544.80000000005
1-4,male,COL,1422179.2
5-9,male,COL,1847385.0
10-14,male,COL,1993067.0
15-19,male,COL,2145532.0
20-24,male,COL,2246617.0
25-29,male,COL,2224626.0
30-34,male,COL,2008977.0
35-39,male,COL,1862836.0
40-44,male,COL,1651403.0
45-49,male,COL,1491649.0
50-54,male,COL,1434249.0
55-59,male,COL,1288698.0
60-64,male,COL,1027268.0
65-69,male,COL,758971.0
70-74,male,COL,521561.00000000006
75-79,male,COL,324260.0
80-84,male,COL,169364.0
85-89,male,COL,72473.0
90-94,male,COL,19251.0
95+,male,COL,4184.0
all-a,male,COL,24870095.0
<1,female,COM,10955.800000000001
1-4,female,COM,43823.2
5-9,female,COM,50261.0
10-14,female,COM,44572.0
15-19,female,COM,40474.0
20-24,female,COM,34779.0
25-29,female,COM,30127.0
30-34,female,COM,27820.0
35-39,female,COM,24173.0
40-44,female,COM,20457.0
45-49,female,COM,15956.0
50-54,female,COM,13147.0
55-59,female,COM,10577.0
60-64,female,COM,8628.0
65-69,female,COM,6915.0
70-74,female,COM,5474.0
75-79,female,COM,3855.0
80-84,female,COM,1734.0
85-89,female,COM,694.0
90-94,female,COM,149.0
95+,female,COM,22.0
all-a,female,COM,394593.0
<1,male,COM,11237.400000000001
1-4,male,COM,44949.6
5-9,male,COM,51949.0
10-14,male,COM,47200.0
15-19,male,COM,42625.0
20-24,male,COM,34034.0
25-29,male,COM,27783.0
30-34,male,COM,27015.0
35-39,male,COM,24662.0
40-44,male,COM,21214.0
45-49,male,COM,17399.0
50-54,male,COM,14004.0
55-59,male,COM,10612.0
60-64,male,COM,8143.000000000001
65-69,male,COM,6270.0
70-74,male,COM,4907.0
75-79,male,COM,3411.0
80-84,male,COM,1457.0
85-89,male,COM,510.0
90-94,male,COM,100.0
95+,male,COM,12.0
all-a,male,COM,399494.0
<1,female,CPV,4658.400000000001
1-4,female,CPV,18633.6
5-9,female,CPV,23898.0
10-14,female,CPV,23610.0
15-19,female,CPV,20897.0
20-24,female,CPV,21424.0
25-29,female,CPV,23773.0
30-34,female,CPV,22334.0
35-39,female,CPV,18082.0
40-44,female,CPV,14014.0
45-49,female,CPV,11642.0
50-54,female,CPV,11752.0
55-59,female,CPV,10734.0
60-64,female,CPV,8609.0
65-69,female,CPV,6307.0
70-74,female,CPV,4802.0
75-79,female,CPV,3346.0
80-84,female,CPV,2716.0
85-89,female,CPV,1283.0
90-94,female,CPV,359.0
95+,female,CPV,58.0
all-a,female,CPV,252932.0
<1,male,CPV,4889.8
1-4,male,CPV,19559.2
5-9,male,CPV,25390.0
10-14,male,CPV,25385.0
15-19,male,CPV,23492.0
20-24,male,CPV,23656.0
25-29,male,CPV,25665.0
30-34,male,CPV,24010.0
35-39,male,CPV,20203.0
40-44,male,CPV,16024.999999999998
45-49,male,CPV,12687.0
50-54,male,CPV,11835.0
55-59,male,CPV,10174.0
60-64,male,CPV,7084.0
65-69,male,CPV,4584.0
70-74,male,CPV,3124.0
75-79,male,CPV,1833.0
80-84,male,CPV,1298.0
85-89,male,CPV,527.0
90-94,male,CPV,127.0
95+,male,CPV,16.0
all-a,male,CPV,261564.0
<1,female,CRI,32919.0
1-4,female,CRI,131676.0
5-9,female,CRI,172393.0
10-14,female,CRI,177739.0
15-19,female,CRI,182742.0
20-24,female,CRI,196182.0
25-29,female,CRI,202428.0
30-34,female,CRI,206497.0
35-39,female,CRI,193263.0
40-44,female,CRI,173517.0
45-49,female,CRI,158107.0
50-54,female,CRI,155325.0
55-59,female,CRI,147987.0
60-64,female,CRI,122178.0
65-69,female,CRI,94052.0
70-74,female,CRI,71150.0
75-79,female,CRI,50298.0
80-84,female,CRI,34260.0
85-89,female,CRI,20332.0
90-94,female,CRI,9249.0
95+,female,CRI,3080.0
all-a,female,CRI,2535374.0
<1,male,CRI,34333.6
1-4,male,CRI,137334.4
5-9,male,CRI,180038.0
10-14,male,CRI,185618.0
15-19,male,CRI,191020.0
20-24,male,CRI,203740.0
25-29,male,CRI,208968.0
30-34,male,CRI,210873.0
35-39,male,CRI,192459.0
40-44,male,CRI,166368.0
45-49,male,CRI,147113.0
50-54,male,CRI,143743.0
55-59,male,CRI,136828.0
60-64,male,CRI,111263.0
65-69,male,CRI,84208.0
70-74,male,CRI,62885.0
75-79,male,CRI,42451.0
80-84,male,CRI,26153.0
85-89,male,CRI,12862.0
90-94,male,CRI,4565.0
95+,male,CRI,1021.0
all-a,male,CRI,2483844.0
<1,female,CUB,54715.0
1-4,female,CUB,218860.0
5-9,female,CUB,302002.0
10-14,female,CUB,286848.0
15-19,female,CUB,326199.0
20-24,female,CUB,335691.0
25-29,female,CUB,357461.0
30-34,female,CUB,385808.0
35-39,female,CUB,322203.0
40-44,female,CUB,342312.0
45-49,female,CUB,485023.0
50-54,female,CUB,509912.0
55-59,female,CUB,462858.0
60-64,female,CUB,314540.0
65-69,female,CUB,285023.0
70-74,female,CUB,239955.0
75-79,female,CUB,185322.0
80-84,female,CUB,121715.0
85-89,female,CUB,69349.0
90-94,female,CUB,33335.0
95+,female,CUB,11409.0
all-a,female,CUB,5650540.0
<1,male,CUB,58813.0
1-4,male,CUB,235252.0
5-9,male,CUB,320157.0
10-14,male,CUB,300830.0
15-19,male,CUB,340389.0
20-24,male,CUB,353608.0
25-29,male,CUB,379664.0
30-34,male,CUB,407524.0
35-39,male,CUB,333868.0
40-44,male,CUB,345362.0
45-49,male,CUB,470870.0
50-54,male,CUB,483244.0
55-59,male,CUB,433229.0
60-64,male,CUB,285315.0
65-69,male,CUB,251563.0
70-74,male,CUB,207113.0
75-79,male,CUB,155503.0
80-84,male,CUB,96262.0
85-89,male,CUB,50830.0
90-94,male,CUB,21949.0
95+,male,CUB,6858.0
all-a,male,CUB,5538203.0
<1,female,CYP,6978.8
1-4,female,CYP,27915.2
5-9,female,CYP,33855.0
10-14,female,CYP,31188.0
15-19,female,CYP,32225.0
20-24,female,CYP,39822.0
25-29,female,CYP,51111.0
30-34,female,CYP,58535.0
35-39,female,CYP,56719.0
40-44,female,CYP,50358.0
45-49,female,CYP,45180.0
50-54,female,CYP,42105.0
55-59,female,CYP,38048.0
60-64,female,CYP,33279.0
65-69,female,CYP,28017.0
70-74,female,CYP,24088.0
75-79,female,CYP,18439.0
80-84,female,CYP,12653.0
85-89,female,CYP,7190.0
90-94,female,CYP,3033.0
95+,female,CYP,861.0
all-a,female,CYP,641600.0
<1,male,CYP,7417.400000000001
1-4,male,CYP,29669.6
5-9,male,CYP,35956.0
10-14,male,CYP,33284.0
15-19,male,CYP,34038.0
20-24,male,CYP,41795.0
25-29,male,CYP,57735.0
30-34,male,CYP,68796.0
35-39,male,CYP,61689.0
40-44,male,CYP,49691.0
45-49,male,CYP,42208.0
50-54,male,CYP,39865.0
55-59,male,CYP,36854.0
60-64,male,CYP,33568.0
65-69,male,CYP,27049.0
